parcel_id,city,property_type_clean,last_sale_price,last_sale_date,square_feet,bedrooms,bathrooms,baths_full,baths_half,year_built,property_age,lot_size_acres,lot_size_sqft,total_rooms,property_type_encoded,property_type_target_encoded,location_median_price,location_price_per_sqft,location_sales_volume,location_level,neighborhood_median_price,neighborhood_price_per_sqft,has_neighborhood,zip_median_price,zip_price_per_sqft,zip_sales_volume,city_median_price,city_prestige_index,dist_to_train_station,dist_to_water,dist_to_downtown,dist_to_highway,assessment_total,assessment_land,assessment_building,appraised_total,appraised_land,appraised_building,assessment_to_appraisal_ratio,price_per_sqft_estimate,bedroom_to_sqft_ratio,land_to_building_ratio,effective_age
33620-01-1449/S,Greenwich,SingleFamily,1500000.0,2024-09-16,1483.0,3.0,2.0,2.0,0.0,1918.0,107.0,0.116,5052.0,6.0,1,695000.0,2850000.0,843.1952662721893,167,1,2850000.0,843.1952662721893,1,3025051.0,775.0579041762746,432,2500000.0,1.75,0.23814681836984608,1.5806636756398973,0.4634264179974034,6.034618205229947,638400.0,521570.0,116830.0,912000.0,745100.0,166900.0,0.7,1011.4632501685772,0.0020229265003371545,4.464349910125824,107.0
33620-10-2132,Greenwich,SingleFamily,2300000.0,2024-09-13,3462.0,4.0,3.0,3.0,0.0,2010.0,15.0,1.1,47916.0,9.0,1,695000.0,2225000.0,624.1234221598878,132,2,900000.0,387.8748370273794,0,2680000.0,638.3992377322535,367,2500000.0,1.75,3.054024756620815,2.7743889701787765,2.7543769574977226,8.89107146031236,1218140.0,445900.0,772240.0,1740200.0,637000.0,1103200.0,0.7,664.3558636626227,0.0011554015020219526,0.5774111675126904,15.0
33620-11-2039,Greenwich,SingleFamily,3900000.0,2024-09-12,4581.0,4.0,4.5,4.0,1.0,2020.0,5.0,1.15,50093.0,12.0,1,695000.0,4200000.0,756.3479200432199,149,2,900000.0,387.8748370273794,0,3025051.0,775.0579041762746,432,2500000.0,1.75,3.4478630403076385,4.912785711057744,3.113661443540609,6.0320667257308,1527960.0,704550.0,823410.0,2182800.0,1006500.0,1176300.0,0.7,851.3425016371971,0.0008731717965509714,0.8556490691150217,5.0
33620-01-1139/S,Greenwich,SingleFamily,3125000.0,2024-09-11,2876.0,6.0,3.5,3.0,1.0,1929.0,96.0,0.523,22781.0,9.0,1,695000.0,2850000.0,843.1952662721893,167,1,2850000.0,843.1952662721893,1,3025051.0,775.0579041762746,432,2500000.0,1.75,0.8176844126497353,2.1177675304520562,0.7423667804520547,5.7543602228271595,1360450.0,980210.0,380240.0,1943500.0,1400300.0,543200.0,0.7,1086.578581363004,0.002086230876216968,2.5778718703976438,96.0
33-017-00,Darien,SingleFamily,3420000.0,2024-09-10,5148.0,5.0,4.5,4.0,1.0,2015.0,10.0,0.5,21780.0,10.0,1,695000.0,2095000.0,590.4735062006764,125,1,2095000.0,590.4735062006764,1,2050000.0,620.0846944948578,495,2065000.0,1.85,1.0054051809115636,5.622848120420258,5.0,2.4822386392095552,1959580.0,556920.0,1402660.0,2799400.0,795600.0,2003800.0,0.7,664.3356643356643,0.0009712509712509713,0.39704561333466415,10.0
33620-08-3247/S,Greenwich,SingleFamily,1900000.0,2024-09-10,2254.0,4.0,2.0,2.0,0.0,1865.0,160.0,0.361,15725.0,8.0,1,695000.0,1995000.0,598.9192434704293,119,2,900000.0,387.8748370273794,0,1772500.0,645.9548104956268,153,2500000.0,1.75,2.3407945019304344,3.707008257788118,2.8985540269004266,4.294385715525095,691180.0,511140.0,180040.0,987400.0,730200.0,257200.0,0.7,842.9458740017747,0.001774622892635315,2.839035769828927,160.0
33620-11-2822,Greenwich,SingleFamily,8800000.0,2024-09-10,15072.0,7.0,9.5,9.0,1.0,1997.0,28.0,4.65,202554.0,25.0,1,695000.0,3925000.0,611.2279062524333,34,1,3925000.0,611.2279062524333,1,2680000.0,638.3992377322535,367,2500000.0,1.75,6.5238643395199665,7.98721709321795,6.167649977251171,6.460313070522972,4130000.0,736610.0,3393390.0,5900000.0,1052300.0,4847700.0,0.7,583.864118895966,0.00046443736730360935,0.21707201353219052,28.0
33620-09-1399/S,Greenwich,SingleFamily,835000.0,2024-09-10,1900.0,3.0,2.0,2.0,0.0,1947.0,78.0,0.489,21300.0,8.0,1,695000.0,2225000.0,624.1234221598878,132,2,900000.0,387.8748370273794,0,2680000.0,638.3992377322535,367,2500000.0,1.75,2.2124447853846845,2.2695562283794644,1.9387080805242862,8.220764221006505,612220.0,455980.0,156240.0,874600.0,651400.0,223200.0,0.7,439.4736842105263,0.0015789473684210526,2.9184587813620073,78.0
33620-10-3462,Greenwich,SingleFamily,3900000.0,2024-09-09,6054.0,5.0,6.5,6.0,1.0,1987.0,38.0,4.43,192970.0,9.0,1,695000.0,3925000.0,611.2279062524333,34,1,3925000.0,611.2279062524333,1,2680000.0,638.3992377322535,367,2500000.0,1.75,5.978009300273919,7.202821331280212,5.590343456090523,7.861370711055571,2371390.0,874230.0,1497160.0,3387700.0,1248900.0,2138800.0,0.7,644.2021803766105,0.0008259002312520648,0.5839255657377969,38.0
33620-10-2642,Greenwich,SingleFamily,6400000.0,2024-09-09,6836.0,4.0,5.0,4.0,2.0,1971.0,54.0,4.001,174283.0,10.0,1,695000.0,3352500.0,577.1713867607816,40,2,900000.0,387.8748370273794,0,2680000.0,638.3992377322535,367,2500000.0,1.75,7.07890471869908,8.257509803608542,6.6911743420970256,8.159654088361634,2785020.0,805140.0,1979880.0,3978600.0,1150200.0,2828400.0,0.7,936.2200117027502,0.0005851375073142189,0.40666100975816716,54.0
07-015-00,Darien,SingleFamily,5320000.0,2024-09-09,8007.0,4.0,5.5,5.0,1.0,2008.0,17.0,2.0,87120.0,10.0,1,695000.0,2217000.0,572.2767165720186,158,2,900000.0,387.8748370273794,0,2050000.0,620.0846944948578,495,2065000.0,1.85,1.5576278932847365,6.695934900406975,5.0,0.6656965103495338,3233580.0,728000.0,2505580.0,4619400.0,1040000.0,3579400.0,0.7,664.4186336955164,0.0004995628824778319,0.2905514890763815,17.0
47-042-00,Darien,SingleFamily,1475000.0,2024-09-09,2855.0,3.0,2.0,2.0,0.0,1946.0,79.0,0.37,16117.0,8.0,1,695000.0,2675000.0,734.0834248079034,65,1,2675000.0,734.0834248079034,1,2050000.0,620.0846944948578,495,2065000.0,1.85,2.156065267393068,4.3116769758292435,5.0,0.2332083900491,934220.0,596120.0,338100.0,1334600.0,851600.0,483000.0,0.7,516.6374781085815,0.0010507880910683013,1.7631469979296066,79.0
33620-04-1961/S,Greenwich,SingleFamily,1190000.0,2024-09-06,1534.0,3.0,2.5,2.0,1.0,2023.0,2.0,0.099,4312.0,6.0,1,695000.0,895000.0,453.39412360688954,125,1,895000.0,453.39412360688954,1,3025051.0,775.0579041762746,432,2500000.0,1.75,1.6681355981837815,0.6258405482669644,1.7407374447730133,7.615395252707202,462280.0,298410.0,163870.0,660400.0,426300.0,234100.0,0.7,775.7496740547588,0.001955671447196871,1.8210166595472022,2.0
33620-07-1903/S,Greenwich,SingleFamily,8500000.0,2024-09-06,5826.0,6.0,7.0,6.0,2.0,2018.0,7.0,0.4649,20251.0,15.0,1,695000.0,1807500.0,731.7813765182186,140,1,1807500.0,731.7813765182186,1,3025051.0,775.0579041762746,432,2500000.0,1.75,1.484029667533452,2.941861144927273,1.1842432498053568,6.027059140551927,2999990.0,983500.0,2016490.0,4285700.0,1405000.0,2880700.0,0.7,1458.9769996567113,0.0010298661174047373,0.4877286770576596,7.0
33620-06-2151/S,Greenwich,SingleFamily,5500000.0,2024-09-06,5693.0,4.0,3.5,3.0,1.0,2010.0,15.0,0.499,21736.0,11.0,1,695000.0,2727500.0,879.9806420390386,150,1,2727500.0,879.9806420390386,1,2517900.0,805.083932853717,164,2500000.0,1.75,2.5486208685006075,1.0998656978406984,3.1520868004735543,3.4689261697799623,3367700.0,2458330.0,909370.0,4811000.0,3511900.0,1299100.0,0.7,966.0987177235202,0.0007026172492534692,2.703333076745439,15.0
33620-11-2661,Greenwich,SingleFamily,2002500.0,2024-09-06,4172.0,4.0,4.0,4.0,0.0,1967.0,58.0,2.0,87120.0,10.0,1,695000.0,4200000.0,756.3479200432199,149,2,900000.0,387.8748370273794,0,3025051.0,775.0579041762746,432,2500000.0,1.75,4.107019933673942,5.549219614525555,3.8902824253222326,5.336577716613533,1245860.0,739200.0,506660.0,1779800.0,1056000.0,723800.0,0.7,479.9856184084372,0.0009587727708533077,1.458966565349544,58.0
33620-11-1303,Greenwich,SingleFamily,11400000.0,2024-09-06,12299.0,8.0,7.5,7.0,1.0,1917.0,108.0,5.247,228559.0,16.0,1,695000.0,4200000.0,756.3479200432199,149,2,900000.0,387.8748370273794,0,3025051.0,775.0579041762746,432,2500000.0,1.75,3.865509785711944,5.297841680425627,3.493849603291464,6.764623575248407,5631010.0,2098110.0,3532900.0,8044300.0,2997300.0,5047000.0,0.7,926.9046263923897,0.0006504593869420278,0.5938775510204082,108.0
33620-11-2607,Greenwich,SingleFamily,4400000.0,2024-09-05,6600.0,4.0,7.0,6.0,2.0,1965.0,60.0,4.24,184694.0,13.0,1,695000.0,3352500.0,577.1713867607816,40,2,900000.0,387.8748370273794,0,2680000.0,638.3992377322535,367,2500000.0,1.75,6.0297680130038085,7.843743100607291,6.0577836261137,5.794535622978714,1811950.0,645400.0,1166550.0,2588500.0,922000.0,1666500.0,0.7,666.6666666666666,0.0006060606060606061,0.5532553255325533,60.0
20-112-00,Darien,SingleFamily,3000000.0,2024-09-05,5853.0,6.0,5.5,5.0,1.0,1953.0,72.0,0.46,20037.0,14.0,1,695000.0,1600000.0,654.3967280163599,139,1,1600000.0,654.3967280163599,1,2050000.0,620.0846944948578,495,2065000.0,1.85,0.9850196728910652,5.155559859952703,5.0,0.627095710326131,2474990.0,431130.0,2043860.0,3535700.0,615900.0,2919800.0,0.7,512.557662737058,0.0010251153254741158,0.21093910541817934,72.0
20-113-00,Darien,SingleFamily,3000000.0,2024-09-05,5853.0,6.0,5.5,5.0,1.0,1953.0,72.0,0.46,20037.0,14.0,1,695000.0,1600000.0,654.3967280163599,139,1,1600000.0,654.3967280163599,1,2050000.0,620.0846944948578,495,2065000.0,1.85,1.003854613843993,5.1518905221201265,5.0,0.6092941078939873,2474990.0,431130.0,2043860.0,3535700.0,615900.0,2919800.0,0.7,512.557662737058,0.0010251153254741158,0.21093910541817934,72.0
33620-05-1282,Greenwich,SingleFamily,10950000.0,2024-09-05,6894.0,5.0,7.5,6.0,3.0,2010.0,15.0,1.24,54014.0,14.0,1,695000.0,2842500.0,851.4302830612551,120,1,2842500.0,851.4302830612551,1,2587500.0,809.8591549295775,164,2500000.0,1.75,2.08202303141335,1.2650039034275338,2.31810825369936,4.253526229120297,4317810.0,1479800.0,2838010.0,6168300.0,2114000.0,4054300.0,0.7,1588.3376849434292,0.000725268349289237,0.5214217004168413,15.0
33620-09-2670/S,Greenwich,SingleFamily,1640000.0,2024-09-04,3555.0,4.0,3.5,3.0,1.0,1960.0,65.0,0.335,14592.0,11.0,1,695000.0,2225000.0,624.1234221598878,132,2,900000.0,387.8748370273794,0,2680000.0,638.3992377322535,367,2500000.0,1.75,2.3921580647156593,2.074050423036688,2.152901087244417,8.46157003233401,670740.0,367990.0,302750.0,958200.0,525700.0,432500.0,0.7,461.32208157524616,0.0011251758087201125,1.2154913294797687,65.0
33620-10-1016,Greenwich,SingleFamily,2395000.0,2024-09-04,2757.0,5.0,3.0,3.0,0.0,1926.0,99.0,0.83,36154.0,9.0,1,695000.0,3700000.0,650.8355321020229,83,2,900000.0,387.8748370273794,0,2680000.0,638.3992377322535,367,2500000.0,1.75,4.977012036972744,5.709022368817045,4.584116840558227,8.74342225442959,1046080.0,454090.0,591990.0,1494400.0,648700.0,845700.0,0.7,868.6978599927457,0.0018135654697134566,0.7670568759607426,99.0
33620-09-1347/S,Greenwich,MultiFamily_2-4,435000.0,2024-09-04,2201.0,3.0,2.0,2.0,0.0,1930.0,95.0,0.192,8363.0,7.0,4,538750.0,895000.0,453.39412360688954,125,1,895000.0,453.39412360688954,1,2680000.0,638.3992377322535,367,2500000.0,1.75,1.4305871182440313,1.4505036381081595,1.3089783064246685,7.611857247353271,516110.0,360080.0,156030.0,737300.0,514400.0,222900.0,0.7,197.6374375283962,0.0013630168105406633,2.3077613279497533,95.0
40-015-00,Darien,SingleFamily,1140000.0,2024-09-03,2384.0,3.0,3.0,3.0,0.0,1954.0,71.0,0.24,10454.0,6.0,1,695000.0,1600000.0,654.3967280163599,139,1,1600000.0,654.3967280163599,1,2050000.0,620.0846944948578,495,2065000.0,1.85,1.1157149143015592,4.889610654949109,5.0,0.5986058775903302,639100.0,317730.0,321370.0,913000.0,453900.0,459100.0,0.7,478.18791946308727,0.0012583892617449664,0.9886734916140274,71.0
42-107-00,Darien,SingleFamily,1590000.0,2024-09-03,2226.0,4.0,2.5,2.0,1.0,1957.0,68.0,0.31,13503.0,6.0,1,695000.0,1600000.0,654.3967280163599,139,1,1600000.0,654.3967280163599,1,2050000.0,620.0846944948578,495,2065000.0,1.85,1.2775024312183907,4.543317262162269,5.0,0.6536872917905612,1058680.0,582890.0,475790.0,1512400.0,832700.0,679700.0,0.7,714.2857142857143,0.0017969451931716084,1.225099308518464,68.0
33620-10-1814,Greenwich,SingleFamily,3000000.0,2024-09-03,4821.0,5.0,5.0,4.0,2.0,1983.0,42.0,5.5738,242794.0,12.0,1,695000.0,3700000.0,650.8355321020229,83,2,900000.0,387.8748370273794,0,2680000.0,638.3992377322535,367,2500000.0,1.75,5.6105419115158845,6.062441418234393,5.220571262278863,9.332918961148096,1417920.0,598220.0,819700.0,2025600.0,854600.0,1171000.0,0.7,622.2775357809583,0.0010371292263015972,0.7298035866780529,42.0
67-082-00,Darien,SingleFamily,6500000.0,2024-09-03,6656.0,5.0,5.0,4.0,2.0,1902.0,123.0,1.25,54450.0,11.0,1,695000.0,2217000.0,572.2767165720186,158,2,900000.0,387.8748370273794,0,2050000.0,620.0846944948578,495,2065000.0,1.85,1.7126553351490539,4.018497480236896,5.0,2.4627610247129894,4810190.0,2933000.0,1877190.0,6871700.0,4190000.0,2681700.0,0.7,976.5625,0.0007512019230769231,1.562441734720513,123.0
36-025-00,Darien,SingleFamily,910000.0,2024-09-03,1248.0,2.0,1.5,1.0,1.0,1963.0,62.0,0.69,30056.0,6.0,1,695000.0,2095000.0,590.4735062006764,125,1,2095000.0,590.4735062006764,1,2050000.0,620.0846944948578,495,2065000.0,1.85,0.8622944634650209,5.271362619355465,5.0,2.348518499250929,536340.0,420910.0,115430.0,766200.0,601300.0,164900.0,0.7,729.1666666666666,0.0016025641025641025,3.646452395391146,62.0
02-045-00,Darien,SingleFamily,2025000.0,2024-09-03,5051.0,5.0,5.0,5.0,0.0,1942.0,83.0,3.48,151588.0,10.0,1,695000.0,2217000.0,572.2767165720186,158,2,900000.0,387.8748370273794,0,2050000.0,620.0846944948578,495,2065000.0,1.85,2.287278227151503,7.850592050366622,5.0,0.4115688339055623,1849890.0,1437100.0,412790.0,2642700.0,2053000.0,589700.0,0.7,400.9107107503465,0.0009899029895070284,3.4814312362218076,83.0
33620-10-1715,Greenwich,SingleFamily,2840000.0,2024-09-03,1796.0,2.0,2.5,2.0,1.0,1949.0,76.0,7.9026,344237.0,5.0,1,695000.0,3700000.0,650.8355321020229,83,2,900000.0,387.8748370273794,0,2680000.0,638.3992377322535,367,2500000.0,1.75,5.767440368982038,6.259978277659037,5.376249608974661,9.322426258442817,878850.0,810110.0,68740.0,1255500.0,1157300.0,98200.0,0.7,1581.291759465479,0.0011135857461024498,11.785132382892057,76.0
33620-11-2803,Greenwich,SingleFamily,2587500.0,2024-08-30,4115.0,4.0,4.5,4.0,1.0,1975.0,50.0,1.0,43560.0,10.0,1,695000.0,4200000.0,756.3479200432199,149,2,900000.0,387.8748370273794,0,3025051.0,775.0579041762746,432,2500000.0,1.75,3.230466784325836,4.553687696171295,2.96028826958999,5.309473912690521,1447320.0,770000.0,677320.0,2067600.0,1100000.0,967600.0,0.7,628.7970838396112,0.0009720534629404617,1.1368334022323274,50.0
33620-11-2614,Greenwich,SingleFamily,2890000.0,2024-08-30,5520.0,4.0,5.0,4.0,2.0,1970.0,55.0,4.03,175546.0,13.0,1,695000.0,3352500.0,577.1713867607816,40,2,900000.0,387.8748370273794,0,2680000.0,638.3992377322535,367,2500000.0,1.75,5.982238328667612,7.927331537633613,6.162455463803885,5.621521372455618,1599710.0,496510.0,1103200.0,2285300.0,709300.0,1576000.0,0.7,523.5507246376811,0.0007246376811594203,0.45006345177664975,55.0
33620-01-2406/S,Greenwich,SingleFamily,1469400.0,2024-08-30,1540.0,3.0,2.0,2.0,0.0,1955.0,70.0,0.326,14200.0,6.0,1,695000.0,1807500.0,731.7813765182186,140,1,1807500.0,731.7813765182186,1,3025051.0,775.0579041762746,432,2500000.0,1.75,1.115916348615193,2.4545096662309405,0.9488244059584375,5.726794044687722,885290.0,723100.0,162190.0,1264700.0,1033000.0,231700.0,0.7,954.1558441558442,0.001948051948051948,4.4583513163573585,70.0
04-077-00,Darien,SingleFamily,3285000.0,2024-08-29,4866.0,5.0,4.5,4.0,1.0,1936.0,89.0,0.74,32234.0,9.0,1,695000.0,2095000.0,590.4735062006764,125,1,2095000.0,590.4735062006764,1,2050000.0,620.0846944948578,495,2065000.0,1.85,1.1229730406212102,6.539206883682503,5.0,1.6954003675749618,1593410.0,813190.0,780220.0,2276300.0,1161700.0,1114600.0,0.7,675.0924784217016,0.0010275380189066995,1.042257312040194,89.0
02-032-00,Darien,SingleFamily,4350000.0,2024-08-29,6078.0,5.0,5.5,5.0,1.0,2007.0,18.0,1.7,74052.0,10.0,1,695000.0,2217000.0,572.2767165720186,158,2,900000.0,387.8748370273794,0,2050000.0,620.0846944948578,495,2065000.0,1.85,2.0783957898269843,7.310676655440716,5.0,0.6903432229819373,2758350.0,1041530.0,1716820.0,3940500.0,1487900.0,2452600.0,0.7,715.6959526159922,0.0008226390259953932,0.6066623175405692,18.0
33620-12-2094/S,Greenwich,SingleFamily,1250000.0,2024-08-29,2940.0,6.0,3.5,3.0,1.0,1960.0,65.0,0.235,10236.0,11.0,1,695000.0,2842500.0,851.4302830612551,120,1,2842500.0,851.4302830612551,1,2587500.0,809.8591549295775,164,2500000.0,1.75,2.1871468716152007,3.0749763581741973,2.625151815038605,4.194557855349501,765520.0,486920.0,278600.0,1093600.0,695600.0,398000.0,0.7,425.1700680272109,0.0020408163265306124,1.7477386934673367,65.0
04-006-00,Darien,SingleFamily,4395000.0,2024-08-29,6777.0,5.0,8.5,8.0,1.0,2010.0,15.0,2.02,87991.0,11.0,1,695000.0,2217000.0,572.2767165720186,158,2,900000.0,387.8748370273794,0,2050000.0,620.0846944948578,495,2065000.0,1.85,1.6953706598774323,7.120642331732341,5.0,1.6257653138580963,3251360.0,1180410.0,2070950.0,4644800.0,1686300.0,2958500.0,0.7,648.5170429393537,0.0007377895824110963,0.5699847895893189,15.0
20-099-00,Darien,SingleFamily,1300000.0,2024-08-28,1728.0,3.0,2.5,2.0,1.0,1920.0,105.0,0.15,6534.0,7.0,1,695000.0,1600000.0,654.3967280163599,139,1,1600000.0,654.3967280163599,1,2050000.0,620.0846944948578,495,2065000.0,1.85,0.9733835584083113,5.050714816529116,5.0,0.6748355259389882,573650.0,382550.0,191100.0,819500.0,546500.0,273000.0,0.7,752.3148148148148,0.001736111111111111,2.001831501831502,105.0
33620-10-2101,Greenwich,SingleFamily,3700000.0,2024-08-28,6075.0,5.0,6.0,5.0,2.0,1953.0,72.0,4.0,174240.0,12.0,1,695000.0,3700000.0,650.8355321020229,83,2,900000.0,387.8748370273794,0,2680000.0,638.3992377322535,367,2500000.0,1.75,5.842808632537475,6.943638129627743,5.450876732115969,8.198634083193213,1834070.0,805000.0,1029070.0,2620100.0,1150000.0,1470100.0,0.7,609.0534979423868,0.0008230452674897119,0.7822597102237943,72.0
33620-06-1304/S,Greenwich,SingleFamily,3125000.0,2024-08-28,2833.0,4.0,4.0,4.0,0.0,2008.0,17.0,0.215,9365.0,9.0,1,695000.0,2727500.0,879.9806420390386,150,1,2727500.0,879.9806420390386,1,2517900.0,805.083932853717,164,2500000.0,1.75,2.1928638570215733,1.4585479029142405,3.196725008065973,3.3645371418671743,1512840.0,1027600.0,485240.0,2161200.0,1468000.0,693200.0,0.7,1103.0709495234732,0.0014119308153900459,2.1177149451817656,17.0
33620-07-2724/S,Greenwich,SingleFamily,3212500.0,2024-08-28,5244.0,4.0,4.5,3.0,3.0,1989.0,36.0,1.27,55321.0,10.0,1,695000.0,2850000.0,843.1952662721893,167,1,2850000.0,843.1952662721893,1,2680000.0,638.3992377322535,367,2500000.0,1.75,0.8988714356871356,1.9253573100496197,0.6089824211332565,6.9866758006575935,1908480.0,774690.0,1133790.0,2726400.0,1106700.0,1619700.0,0.7,612.6048817696415,0.0007627765064836003,0.6832746804963882,36.0
